id_lotto,id_pa,id_be,object,id_award_procedure,amount,start_date,id_lsf,id_forma_giuridica,cpv,n_winners
251300,18359664,35402,207326,AFFIDAMENTO DEL SERVIZIO DI GESTIONE DEI TRATTAMENTI DIALITICI PRESSO LOSPEDALE UNICO DI RETE SEDE DI VITTORIO VENETO,1,964125.0,2016-03-14,2,135,85,1
251301,4225683,30369,120051,LOTTO 1 : TRATTAMENTO ANNUO DI 3.000 T DI FORSU E DI 2.750 T DI VERDE,1,621000.0,2017-12-01,2,154,90,1
251305,4210688,2998,86790,"ANELLO FLESSIBILE MITRALICO/TRICUSPIDALE APERTO, FORMA A C FLESSIBILE, TRATTATO CON CARBONIO PIROLITICO",1,112000.0,2016-07-01,3,135,33,1
251308,4203728,2990,89120,SERVIZIO DI TRASPORTO DIALIZZATI LINEE AFFERENTI IL PRESIDIO OSPEDALIERO DI PORTOGRUARO,1,435000.0,2016-01-01,2,135,60,1
251317,4278548,16686,96500,Appalto 61/2017. Accordo quadro per l'affidamento della fornitura di soda caustica. Lotto 6. RISPOSTA ECONOMICA.,1,2632942.12,2018-05-02,3,176,24,1
251325,4297470,3405,104713,SERVIZIO DI RECEPTION E ATTIVITA' AUSILIARIE SEDI CAMERALI + PROROGA,1,688000.0,2017-07-01,2,28,98,1
251346,4399709,1603,235206,"PROCEDURA APERTA PER LAFFIDAMENTO DEL SERVIZIO DI NOLEGGIO, INSTALLAZIONE, MANUTENZIONE ORDINARIA E STRAORDINARIA DI POSTAZIONI FISSE OMOLOGATE PER IL SERVIZIO DI CONTROLLO ELETTRONICO DEI SUPERAMENTI DEI LIMITI DI VELOCITÀ - COMUNE DI ROVIGO",1,302400.0,2018-05-01,2,154,34,1
251361,4529290,11034,322122,servizio di manutenzione di aree verdi del territorio comunale e degli scoperti scolastici - Comune di Resana.,1,81689.2,2016-05-14,2,15,77,1
251374,4593429,12796,87866,"APPALTO PER IL SERVIZIO DI GESTIONE DEL PROCEDIMENTO SANZIONATORIO DELLE VIOLAZIONI AMMINISTRATIVE ALLE NORME DEL CODICE DELLA STRADA PER VEICOLI CON TARGA ITALIANA E TASGRESSORI OVVERO OBBLIGATI IN SOLIDO RESIDENTI IN ITALIA, LEGGI E REGOLAMENTI COM",1,1556800.0,2018-08-07,2,15,48,1
251378,4584130,30971,167437,AFFIDAMENTO DEL SERVIZIO DI TRATTAMENTO/ RECUPERO/ SMALTIMENTO DEL RIFIUTO SECCO RESIDUO CER 20 03 01 PROVENIENTE DAL TERRITORIO DEL BACINO 'SINISTRA PIAVE' PER L'ANNO 2017,1,1341380.0,2017-01-31,2,154,90,1
251414,4847749,25911,93008,Procedura aperta per l'affidamento del servizio di noleggio di n. 3 sistemi analitici completi di chimica-clinica unitamente alla fornitura dei relativi reagenti - lotto 1(ORD 2014/OAC / 00003166),1,294000.0,2016-01-01,3,143,33,1
251428,4952238,16272,127351,SERVIZI DI MANUTENZIONE ESTERNA AUTOTELAI COSTITUENTI IL PARCO MEZZI DI ECOAMBIENTE,1,666666.6666666666,2017-11-02,2,154,50,3
251429,4952238,16272,161055,SERVIZI DI MANUTENZIONE ESTERNA AUTOTELAI COSTITUENTI IL PARCO MEZZI DI ECOAMBIENTE,1,666666.6666666666,2017-11-02,2,154,50,3
251430,4952238,16272,348338,SERVIZI DI MANUTENZIONE ESTERNA AUTOTELAI COSTITUENTI IL PARCO MEZZI DI ECOAMBIENTE,1,666666.6666666666,2017-11-02,2,154,50,3
251435,4974336,2374,106006,"Commissione Giudicatrice gara servizi di pulizia degli edifici adibiti a sede di AGEC 
CIG 7392681958",1,1963654.68,2018-11-09,2,66,90,1
251436,4974083,13118,100599,AFFIDAMENTO SERVIZIO DI REALIZZAZIONE FESTEGGIAMENTI DI S. SILVESTRO 2018 ,1,95880.0,2018-08-28,2,15,92,1
251442,18373239,32730,96039,PROGETTAZIONE ESECUTIVA ED ESECUZIONE DEGLI 'INTERVENTI DI AMMODERNAMENTO E COMPLETAMENTO DEGLI IMPIANTI SCIISTICI DELL'ALTOPIANO DI ASIAGO - LOTTO 2 - SKI AREA MELETTE 2000 - SEGGIOVIA MELETTA DI MEZZO / BUSON',1,1972152.925,2018-10-04,1,20,45,2
251482,5212809,592,98954,"Acq17-57 Tender_274 Gara a procedura aperta per l'affidamento, mediante Accordo Quadro con un unico operatore per ciascun lotto, del servizio di lettura dei contatori di acqua, gas ed energia elettrica. Lotto A rfq_508.",1,1397616.12,2018-01-09,2,176,65,1
251489,5236770,25911,98785,FORNITURA TRIENNALE DI SACCHETTI OMOGENEIZZATORI E FIASCHE A SEGUITO DI PROCEDURA  APERTAtipodoc=CNT anno=2017 numdoc=103 protdoc=CNT,1,131519.42,2017-05-09,3,143,33,1
251500,5297856,10047,313489,APPALTO SERVIZIO DI ASSISTENZA DOMICILIARE OCCHIOBELLO/STIENTA (2016-2019) E RINNOVO (2019-2022),1,706992.0,2016-07-01,2,15,85,1
251503,5284134,16272,96142,"SERVIZI DI RITIRO, TRATTAMENTO, RECUPERO E/O SMALTIMENTO FRAZIONI UMIDO ORGANICO E VERDE - BARICENTRO LOREO (RO)",1,929940.0,2016-08-16,2,154,90,1
251515,5339182,10518,86228,"Affidamento del servizio in concessione ex art. 164, D.Lgs. 50/2016 del servizio di accertamento, liquidazione e riscossione imposta  sulla pubblicità e diritti sulle pubbliche affissioni.",1,235000.0,2018-01-01,2,15,79,1
251525,5387550,1700089,119325,AFFIDAMENTO SERVIZI CIMITERIALI PRESSO I CIMITERI DEL COMUNE DI CEREA,1,82400.0,2017-01-13,2,13,98,2
251526,5387550,1700089,309818,AFFIDAMENTO SERVIZI CIMITERIALI PRESSO I CIMITERI DEL COMUNE DI CEREA,1,82400.0,2017-01-13,2,13,98,2
251540,5477315,33034,104161,OPERE PROPEDEUTICHE AL COMPLETAMENTO E MESSA IN FUNZIONE DELLA CENTRALE DI SOLLEVAMENTO DEL TRONCHETTO. I LOTTO,1,298276.13,2018-06-29,1,176,45,1
251544,1426509287,10237,263523,SOGGIORNO CLIMATICO CON PARTENZA PREVISTA TRA IL 4 GIUGNO E IL 30 GIUGNO 2017-18-19,1,153216.0,2017-11-29,2,15,63,1
251546,5499802,592,85859,"Acq17-51. Gara a procedura aperta in committenza congiunta con Alto Vicentino Servizi Spa per l'affidamento dell'attività di advisor contabile, fiscale, finanziario, legale e industriale per l'aggregazione tra AVS e AVI.",1,160000.0,2017-02-23,2,176,79,1
251557,5503032,3154,135798,LAVORI DI COMPLETAMENTO OPERE DI ADDUZIONE DELL'ACQUEDOTTO  'RIO DEI FRARI' - COSTRUZIONE TRATTO DI RETE TRA L'IMPIANTO DI POTABILIZZAZIONE DI COLTRON ED IL SERBATOIO DI PIAIA IN  COMUNE DI PONTE NELLE ALPI,1,860769.815,2018-09-18,1,176,45,2
251603,5765030,2998,93140,"LOTTO 1:PACEMAKER MONOCAMERALE RATE-RESPONSIVE (SSI-R), COMPENSIVO DI RELATIVO ELETTROCATETERE (ATRIALE/VENTRICOLARE), CON CONTROLLO REMOTO, COMPATIBILE (CONDITIONAL) CON RMN",1,180000.0,2016-01-01,3,135,33,1
251605,5793483,1131,197934,Lavori di manutenzione ordinaria e realizzazione allacciamenti con servizio di pronto intervento sulle reti di acquedotto e fognatura. Lotto 2 Area Ovest Collina,1,1020438.0,2017-06-19,1,154,45,3
251606,5793483,1131,398128,Lavori di manutenzione ordinaria e realizzazione allacciamenti con servizio di pronto intervento sulle reti di acquedotto e fognatura. Lotto 2 Area Ovest Collina,1,1020438.0,2017-06-19,1,154,45,3
251607,5793483,1131,664198,Lavori di manutenzione ordinaria e realizzazione allacciamenti con servizio di pronto intervento sulle reti di acquedotto e fognatura. Lotto 2 Area Ovest Collina,1,1020438.0,2017-06-19,1,154,45,3
251640,5992511,36127,95131,"Appalto dei lavori relativi a “Ricostruzioni  difese spondali della Roggia Feriana in Comune di Caldogno (Vi) a seguito degli eventi di piena del 01/11/2010, e adeguamento strutturale della rete idraulica minore in località Cresole”.",1,476858.16,2018-12-03,1,75,45,1
251670,6187949,10237,89983,Arco di Giano II Fase - Variante di Via Friburgo - I Lotto. Collegamento Cavalcavia Maroncelli,1,1548832.77,2018-05-26,1,15,45,2
251710,6416534,3558,89476,Fornitura prodotti monouso per l'incontinenza e prodotti per l'igiene personale con collegamento del servizio di assistenza e consulenza infermieristica e reportistica post vendita,1,456689.46,2017-12-01,3,145,33,1
251711,6409765,2435,93140,"Guide per angiografia cardiovascolare da  0.035', 0.038' teflonate, rette e a J ad anima fissa, lunghezza da 145 a 260 cm.",1,151800.0,2017-05-01,3,139,33,1
251733,6505250,626,438378,ACCORDO QUADRO PER LA MANUTENZIONE MP60 DELLE NAVI AZIENDALI PRESSO CANTIERI TERZI,1,1183600.5,2018-05-24,2,176,50,1
251737,6546122,2988,86734,fornitura materiale per il trattamento della fibrillazione atriale(CNT 2017/CNT / 00000918),1,202500.0,2017-11-01,3,135,33,1
251744,6566775,8008,95158,STAZIONE APPALTANTE PER IL COMUNE DI ESTE - PROCEDURA APERTA PER L'APPALTO DEI LAVORI DI RECUPERO ALLOGGI E.R.P.  - LINEA DI INTERVENTO B - STRALCIO OPERATIVO N.1 - PRASA D'ATTO AGGIUDICAZIONE AL RAGGRUPPAMENTO TEMPORANEO DI IMPRESE:BATTISTELLA COST,1,178232.275,2018-02-27,1,15,45,2
251745,6566775,8008,367198,STAZIONE APPALTANTE PER IL COMUNE DI ESTE - PROCEDURA APERTA PER L'APPALTO DEI LAVORI DI RECUPERO ALLOGGI E.R.P.  - LINEA DI INTERVENTO B - STRALCIO OPERATIVO N.1 - PRASA D'ATTO AGGIUDICAZIONE AL RAGGRUPPAMENTO TEMPORANEO DI IMPRESE:BATTISTELLA COST,1,178232.275,2018-02-27,1,15,45,2
251746,6563296,16686,317377,APPALTO N. 108/2015. REALIZZAZIONE COPERTURA FINALE 'CAPPING' E RICOMPOSIZIONE AMBIENTALE DELLA DISCARICA DI CAMPODARSEGO (P583S6) - VI^ STRALCIO.,1,2680370.18,2016-07-04,1,176,45,1
251750,6592630,3651,92823,Gara codice 7426613AEAFORNITURA DI DERRATE ALIMENTARI PER CONTO DELLA CASA DI RIPOSO,1,500000.0,2018-07-18,3,145,15,1
251751,6593759,13081,116326,"VE3.2.2.B) PON METRO 2014-2020, INTERVENTI PER LINCLUSIONE SOCIALE DEI SENZA DIMORA",1,374500.0,2017-12-01,2,15,85,2
251767,6694893,626,241322,"MANUTENZIONE CICLICA MP72 DEI PONTONI GALLEGGIANTI AZIENDALI PRESSO CANTIERI TERZI, SECONDO PREVISIONE 2^ SEMESTRE 2017",1,198529.0,2017-09-01,2,176,50,1
251786,6830002,592,91586,"ACQ16-09 LOTTO I: MANUTENZIONI ORDINARIE ACQUEDOTTO NEL TERRITORIO GESTITO DAL N.O. VICENZA CHE COMPRENDE I COMUNI DI VICENZA, COSTABISSARA, GAMBUGLIANO, MONTEVIALE, SOVIZZO, CREAZZO, ALTAVILLA VICENTINA, ARCUGNANO, LONGARE, COMPRESO SERVIZIO DI REPERIBILITÀ PER ACQUEDOTTO E FOGNATURA IN TUTTI I COMUNI GESTITI ED ELENCATI NEI NOVE LOTTI",1,2520000.0,2017-05-17,1,176,45,1
251832,7147462,16686,103022,"Appalto n. 85/2016. Servizio di prelievo, raccolta, recupero/smaltimento dei fanghi codice CER 19.08.05 prodotti dagli impianti di ETRA Spa. RISPOSTA ECONOMICA_LOTTO 4",1,2171708.68,2017-02-20,2,176,90,1
251862,7452967,30011,95650,LAVORI DI MANUTENZIONE AL CORPO STRADALE ED AI RELATIVI MANUFATTI PER IL BIENNIO 2016 / 2017 E SERVIZIO DI SGOMBERO NEVE E TRATTAMENTI PREVENTIVI PER LA STAGIONE INVERNALE 2016 E PARTE DELLA STAGIONE 2017 LUNGO LE STRADE PROVINCIALI RICADENTI NEL QUADRANTE SUD-OVEST - NUCLEO OPERATIVO H 'DEL BASSO LAGO',1,389361.89,2016-09-19,1,18,45,2
251870,18611479,8732,112256,"Gara per l'affidamento in concessione del Servizio di Ristorazione Scolastica per tre anni scolastici 2018/2019, 2019/2020 e 2020/2021). CIG 7556735EFB. Impegno di spesa per componenti  esterni commissione di gara.",1,244446.0,2018-07-03,2,15,55,1
251878,7560160,2987,98596,"GARA A PROCEDURA APERTA, PER LAFFIDAMENTO DELLAPPALTO RELATIVO ALLA FORNITURA DOMICILIARE A PAZIENTI AFFETTI DA INSUFFICIENZA RESPIRATORIA CRONICA (IRC) DI OSSIGENO, DI APPARECCHIATURE E DEI RELATIVI SERVIZI DI ASSISTENZA, PER LAZIENDA ULSS N. 9, PER IL PERIODO DI 60 MESI,  (RINNOVABILE FINO AD UN MASSIMO DI 24 MESI), PER LAZIENDA ULSS N. 9 DI TREVISO.",1,5225000.0,2016-12-30,3,135,33,1
251884,7593000,17446,92884,SERVIZIO DI SORVEGLIANZA ARMATA PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019,1,241420.0,2018-05-04,2,63,79,5
251885,7593000,17446,113169,SERVIZIO DI SORVEGLIANZA ARMATA PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019,1,241420.0,2018-05-04,2,63,79,5
251886,7593000,17446,115928,SERVIZIO DI SORVEGLIANZA ARMATA PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019,1,241420.0,2018-05-04,2,63,79,5
251887,7593000,17446,258168,SERVIZIO DI SORVEGLIANZA ARMATA PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019,1,241420.0,2018-05-04,2,63,79,5
251888,7593000,17446,341283,SERVIZIO DI SORVEGLIANZA ARMATA PER LE MANIFESTAZIONI ORGANIZZATE DALLA FONDAZIONE LA BIENNALE DI VENEZIA NEL BIENNIO 2018 - 2019,1,241420.0,2018-05-04,2,63,79,5
251892,7667229,2188,96381,"Appalto dei lavori di banchinamento della sponda ovest del canale industriale ovest � area Grandi Molini e Cereal Docks al Porto di Venezia, sezione di Marghera + n.2 PERIZIe DI VARIANTE",1,5015703.556666667,2016-06-20,1,4,45,3
251893,7667229,2188,101901,"Appalto dei lavori di banchinamento della sponda ovest del canale industriale ovest � area Grandi Molini e Cereal Docks al Porto di Venezia, sezione di Marghera + n.2 PERIZIe DI VARIANTE",1,5015703.556666667,2016-06-20,1,4,45,3
251936,7859137,13164,108909,"PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA E COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE INFRASTRUTTURA PUBBLICA A PREVALENTE VOCAZIONE RICREATIVA E AMBIENTALE E DEL NUOVO MUSEO DELL'ARIA NEL SEDIME RESIDUALE EX AEROPORTO DAL MOLIN ORA PARCO DELLA PACE",1,160000.0,2016-04-12,2,15,71,3
251937,7859137,13164,361111,"PROGETTAZIONE PRELIMINARE, DEFINITIVA ED ESECUTIVA E COORDINAMENTO DELLA SICUREZZA IN FASE DI PROGETTAZIONE INFRASTRUTTURA PUBBLICA A PREVALENTE VOCAZIONE RICREATIVA E AMBIENTALE E DEL NUOVO MUSEO DELL'ARIA NEL SEDIME RESIDUALE EX AEROPORTO DAL MOLIN ORA PARCO DELLA PACE",1,160000.0,2016-04-12,2,15,71,3
251938,7855224,13118,256081,Procedura aperta per l'appalto dei lavori di ampliamento della Biblioteca Comunale &quot;Arnoldo Mondadori&quot; nell'ambito territoriale della 6° Circoscrizione,1,822520.0,2016-08-31,1,15,45,1
251942,7881384,33063,362425,TRONCO 14 - SP 73 CAMPESANA VALVECCHIA (DA FOZA FINO AL 2^ TORNANTE DI VALSTAGNA)/ TRONCO PARZIALE DA FOZA A LOC. PIAN GRANDE KM. 19+700,1,177000.0,2018-11-01,2,176,90,1
251965,8094086,18731,334507,AFFIDAMENTO FORNITURA SERVIZI DI PULIZIA  E LAVANDERIA PERIODO 1.12.2016 - 30.11.2017,1,140000.0,2016-12-01,2,146,98,1
251969,8078636,17314,93998,"NOLEGGIO, LAVAGGIO E STIRATURA BIANCHERIA PIANA E DIVISE PERSONALE - LAVAGGIO E STIRATURA BIANCHERIA DEGLI OSPITI E MATERIALE VARIO",1,1260312.0,2018-03-01,2,145,98,1
251973,8116616,29981,87328,PROCEDURA APERTA PER APPALTO DEI LAVORI DI SISTEMAZIONE ED ALLARGAMENTO DI TRATTI DELLA SP 13 PELOSA - 1' LOTTO NEI COMUNI DI RUBANO E SELVAZZANO DENTRO. AGGIUDICAZIONE,1,364000.0,2017-08-31,1,18,45,4
251974,8116616,29981,102673,PROCEDURA APERTA PER APPALTO DEI LAVORI DI SISTEMAZIONE ED ALLARGAMENTO DI TRATTI DELLA SP 13 PELOSA - 1' LOTTO NEI COMUNI DI RUBANO E SELVAZZANO DENTRO. AGGIUDICAZIONE,1,364000.0,2017-08-31,1,18,45,4
251975,8116616,29981,227901,PROCEDURA APERTA PER APPALTO DEI LAVORI DI SISTEMAZIONE ED ALLARGAMENTO DI TRATTI DELLA SP 13 PELOSA - 1' LOTTO NEI COMUNI DI RUBANO E SELVAZZANO DENTRO. AGGIUDICAZIONE,1,364000.0,2017-08-31,1,18,45,4
251976,8116616,29981,252044,PROCEDURA APERTA PER APPALTO DEI LAVORI DI SISTEMAZIONE ED ALLARGAMENTO DI TRATTI DELLA SP 13 PELOSA - 1' LOTTO NEI COMUNI DI RUBANO E SELVAZZANO DENTRO. AGGIUDICAZIONE,1,364000.0,2017-08-31,1,18,45,4
251997,8192677,31568,86152,"Fornitura di lubrificanti, refrigeranti e altri liquidi per il periodo di un anno suddivisa in 5 lotti aggiudicabili separatamente - Lotto 5 Liquido antigelo",1,59450.0,2018-12-01,3,157,24,1
252000,8214729,10237,96026,"ACTE - SPORTELLO ""INFORMANZIANI""  LOTTO ""A"" - 2018 2021",1,1098720.0,2018-06-01,2,15,85,1
252005,8251486,9465,87866,Aggiudicazione definitiva procedura aperta per l'appalto del servizio di gestione in outsourcing delle sanzioni amm.ve e del cds del Comune di Mogliano Veneto. 01/04/2016-31/03/2019.,1,373440.0,2016-04-01,2,15,72,1
252006,8289430,968,99892,AFFIDAMENTO DEL SERVIZIO DI TESORERIA ORDINARIA PER LA GESTIONE DELLE ENTRATE E DELLE SPESE DI FUNZIONAMENTO DELL'AVEPA E DEI CONTRIBUTI POR - FESR E PER L'AFFIDAMENTO DEL SERVIZIO DI CASSA PER LA GESTIONE DEI FONDI PER L'EROGAZIONE DI AIUTI E CONTRIBUTI COMUNITARI E COFINANZIATI (AFF. 2758),1,400000.0,2018-10-16,2,3,66,1
252022,8372410,2435,250532,"STENT PERIFERICO IN CR-CO AD ESPANSIONE PASSIVA PREMONTATO SU PALLONCINO, TECNICA OVER THE WIRE, DIAMETRO DA MM 5 A MM 10 CIRCA, LUNGHEZZE VARIE, LUNGHEZZA SHAFT DA CM 80 A CM 120 CIRCA (UGUALE O MAGGIORE A CM 120).",1,69600.0,2017-05-01,3,139,33,1
252026,8365128,32730,460165,LAVORI DI MANUTENZIONE STRAORDINARIA PER IL COMPLETAMENTO DELLE OPERE DI 'CASA EX GHIT',1,396453.03,2017-05-29,1,20,45,1
252037,8426261,11418,419302,APPROVAZIONE 1° STATO D'AVANZAMENTO LAVORI PER LAVORI DI REALIZZAZIONE PERCORSI PEDONALI NEL CENTRO URBANO DEL CAPOLUOGO - 4° STRALCIO DITTA F.M. DI FRANCESCHI MIRKO.,1,75000.0,2017-08-28,1,15,45,2
252043,8448687,2996,104713,"Procedura aperta per l'affidamento del servizio di prenotazione telefonica (call center) delle prestazioni specialistiche ambulatoriali erogate dalle strutture pubbliche e private accreditate dell'Azienda ULSS 16 di Padova, dell'Azienda Ospedaliera di Padova e dell'Istituto Oncologico Veneto. Aggiudicazione definitiva a favore della cooperativa sociale Giotto di Padova. Importo complessivo di aggiudicazione euro 1.310.000,00 (IVA esclusa).",1,1628000.0,2016-05-01,2,135,64,1
252069,9193897,10805,96441,SERVIZIO DI TRASPORTO SCOLASTICO AA.SS. 2017/2020,1,655200.0,2017-09-13,2,15,60,1
252078,8664085,16272,109843,SERVIZIO RACCOLTA PORTA A PORTA FRAZIONE ORGANICA DEL RIFIUTO NEI COMUNI DI ARIANO NEL POLESINE E TAGLIO DI PO (RO),1,436070.68,2017-08-14,2,154,90,1
252087,887808895,13164,194631,INTERVENTI A FAVORE POPOLAZIONE ANZIANA - PROGETTO 'VITA SICURA',1,241700.0,2018-02-07,2,15,85,1
252088,8720249,2223,89809,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI DELLA VARIANTE DI LONATO DI PERTINENZA DELL'AUTOSTRADA A4 BRESCIA PADOVA LOTTO 5/2016.,1,818394.0800000001,2017-03-17,1,176,45,3
252089,8720249,2223,155943,LAVORI RELATIVI AL RIFACIMENTO DEL MANTO D'USURA E DEGLI STRATI SOTTOSTANTI SULLE PAVIMENTAZIONI DELLA VARIANTE DI LONATO DI PERTINENZA DELL'AUTOSTRADA A4 BRESCIA PADOVA LOTTO 5/2016.,1,818394.0800000001,2017-03-17,1,176,45,3
252092,8701524,16686,87525,"Appalto n. 12/2018. Accordo quadro per affidamento fornitura e servizio di riparazione di pneumatici nuovi e ricostruiti, e relativi accessori necessari per gli automezzi di Etra S.p.a. - RISPOSTA TECNICO/ECONOMICA LOTTO 1.",1,643541.74,2018-12-05,3,176,34,1
252108,8882112,33034,93518,314-17/BOM Fornitura di coagulante inorganico a base di alluminio cloruro solfato impiegato nei processi di trattamento delle acque reflue,1,1488000.0,2018-03-12,3,176,24,1
252110,8923783,6533,2194,"PRESA D'ATTO AGGIUDICAZIONE DEFINITIVA DEL SERVIZIO DI NOLEGGIO, MANUTENZIONE E INSTALLAZIONE DI STRUMENTAZIONI PER LA RILEVAZIONE AUTOMATICA DI INFRAZIONI SEMAFORICHE AL PASSAGGIO CON IL SEMAFORO ROSSO - IMPEGNO DI SPESA",1,168200.0,2018-05-22,2,15,51,2
252111,8923783,6533,94229,"PRESA D'ATTO AGGIUDICAZIONE DEFINITIVA DEL SERVIZIO DI NOLEGGIO, MANUTENZIONE E INSTALLAZIONE DI STRUMENTAZIONI PER LA RILEVAZIONE AUTOMATICA DI INFRAZIONI SEMAFORICHE AL PASSAGGIO CON IL SEMAFORO ROSSO - IMPEGNO DI SPESA",1,168200.0,2018-05-22,2,15,51,2
252115,8940122,2987,94533,"Gara procedura aperta per la fornitura di  Pace Makers e Defibrillatori   per l’Azienda Ulss n. 9 di Treviso,  per il periodo di 36 mesi. Rinnovabile anche di anno in anno per ulteriori 36 mesi.",1,99000.0,2016-05-09,3,135,33,2
252116,8940122,2987,92249,"Gara procedura aperta per la fornitura di  Pace Makers e Defibrillatori   per l’Azienda Ulss n. 9 di Treviso,  per il periodo di 36 mesi. Rinnovabile anche di anno in anno per ulteriori 36 mesi.",1,99000.0,2016-05-09,3,135,33,2
252139,9195276,1132,154926,"LOTTO 1 - SERVIZIO DI PRELIEVO, TRASPORTO E SMALTIMENTO/RECUPERO DEL RIFIUTO CER 190112 CENERI PESANTI E SCORIE, DIVERSE DA QUELLE DI CUI ALLA VOCE 19.01.11 PRODOTTO PRESSO LIMPIANTO DI TERMOVALORIZZAZIONE DI ALTO VICENTINO AMBIENTE SRL",1,161500.0,2018-07-01,2,154,90,4
252140,9195276,1132,231069,"LOTTO 1 - SERVIZIO DI PRELIEVO, TRASPORTO E SMALTIMENTO/RECUPERO DEL RIFIUTO CER 190112 CENERI PESANTI E SCORIE, DIVERSE DA QUELLE DI CUI ALLA VOCE 19.01.11 PRODOTTO PRESSO LIMPIANTO DI TERMOVALORIZZAZIONE DI ALTO VICENTINO AMBIENTE SRL",1,161500.0,2018-07-01,2,154,90,4
252145,9230517,363,218238,"Servizi di riparazione, manutenzione e sostituzione parti meccaniche, oleodinamiche, elettriche e fornitura ricambi, riparazione e fornitura di pneumatici, nuovi e ricoperti, per i mezzi di A.S.V.O. S.P.A. LOTTO 5 - I' annualit",1,221200.0,2018-01-30,2,176,50,1
252161,9337138,2405,91225,FORNITURA DI GENERI ALIMENTARI PER IL SERVIZIO DI RISTORAZIONE SCOLASTICA AGLI ASILI NIDO NEL COMUNE DI VENEZIA,1,188400.0,2016-06-01,3,176,15,1
252171,9375272,29981,311426,"PROCEDURA APERTA LAVORI E FORNITURE DESTINATE AL MANTENIMENTO IN EFFICIENZA E AL PRONTO INTERVENTO SULLE STRADE PROVINCIALI DEL PRIMO, SECONDO E TERZO REPARTO BIENNIO 2018/2019 (CUP G26G18000090003 CIG 761215228D). AGGIUDICAZIONE.",1,947600.0,2018-11-05,1,18,45,1
252177,9478497,2435,112107,SESTAMIBI DA MARCARE CON TC99M PER L'ESECUZIONE DI SCINTIGRAFIE MIOCARDICHE DI PERFUSIONE - LOTTO 16 - ID 15F195,1,76500.0,2016-11-25,3,139,33,1
252206,9622678,9198,307775,INDIZIONE PROCEDURA APERTA PER AGGIUDICAZIONE SERVIZI CIMITERIALI 2017-2019,1,206907.0,2017-04-01,2,15,98,1
252232,9812367,29981,94442,SERVIZIO SOSTITUTIVO DI MENSA PER I DIPENDENTI DELLA PROVINCIA DI PADOVA MEDIANTE L&apos;UTILIZZO DI BUONO PASTO - 2012/2015,1,1400000.0,2018-05-30,2,18,55,1
252265,10140105,15362,263116,FORNITURA DI N. 3 AUTOMEZZI CABINATI CON PIANALE E ATTREZZATURA A VASCA DA 3 MC. LOTTO N. 4,1,234070.0,2017-09-01,3,176,34,1
252286,18413336,8732,85241,Appalto della gestione del servizio biblioteca per i Comuni di Isola Vicentina e Monteviale periodo 01/04/2018 31/12/2021 CIG accordo quadro n. 733105739E. Determina a contrarre e indizione di gara a mezzo procedura aperta ai sensi dell'art. 60 del D,1,267832.5,2018-04-01,2,15,92,1
252287,10378486,31568,3261,Subaffidamento servizi TPL settore extraurbano Provincia di Vicenza Lotto 3  Noventa,1,45164.0,2017-06-12,2,157,60,1
252290,10360788,13081,89569,RIPRISTINO STRUTTURALE PONTE STRADALE E FERROVIARIO DI COLLEGAMENTO FRA MACROISOLA PRIMA ZONA INDUSTRIALE E MACROISOLA RAFFINERIE (C.I. 13754),1,513557.12,2018-03-19,1,15,45,1
252309,10525683,16686,87525,"Appalto n. 12/2018. Accordo quadro per affidamento fornitura e servizio di riparazione di pneumatici nuovi e ricostruiti, e relativi accessori necessari per gli automezzi di Etra S.p.a. - RISPOSTA TECNICO/ECONOMICA LOTTO 2.",1,549788.74,2018-12-05,3,176,34,1
252312,10562312,29981,120229,"PROCEDURA APERTA APPALTO SERVIZIO DI MANUTENZIONE DEL VERDE LUNGO LE SS.PP. PROV.LI -3 LOTTI -BIENNIO 2018/2019: LOTTO 1  ZONA COLLI CIG 74549535D4 - LOTTO 2 ZONA ALTA PADOVANA CIG 74549779A -, LOTTO 3 ZONA PIOVESE CIG 745499694F. AGGIUDICAZIONE.",1,370800.0,2018-09-04,2,18,77,1
252323,10660774,2985,359430,procedura comunitaria per l`affidamento della gestione del servizio di gestione delle comunita` afferenti al dipartimento di salute mentale,1,1490000.0,2018-10-01,2,135,85,1
